"";"Native";"Bytes";"Description"
"735";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E37>";"\xF0\x9F\x94\xA7";"WRENCH"
"736";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E38>";"\xF0\x9F\x94\xA8";"HAMMER"
"737";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E39>";"\xF0\x9F\x94\xA9";"NUT AND BOLT"
"738";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E61>";"\xF0\x9F\x94\xAA";"HOCHO"
"739";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E62>";"\xF0\x9F\x94\xAB";"PISTOL"
"740";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E65>";"\xF0\x9F\x94\xAE";"CRYSTAL BALL"
"741";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E66>";"\xF0\x9F\x94\xAF";"SIX POINTED STAR WITH MIDDLE DOT"
"742";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E30>";"\xF0\x9F\x94\xB0";"JAPANESE SYMBOL FOR BEGINNER"
"743";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E31>";"\xF0\x9F\x94\xB1";"TRIDENT EMBLEM"
"744";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E32>";"\xF0\x9F\x94\xB2";"BLACK SQUARE BUTTON"
"745";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E33>";"\xF0\x9F\x94\xB3";"WHITE SQUARE BUTTON"
"746";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E34>";"\xF0\x9F\x94\xB4";"LARGE RED CIRCLE"
"747";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E35>";"\xF0\x9F\x94\xB5";"LARGE BLUE CIRCLE"
"748";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E36>";"\xF0\x9F\x94\xB6";"LARGE ORANGE DIAMOND"
"749";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E37>";"\xF0\x9F\x94\xB7";"LARGE BLUE DIAMOND"
"750";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E38>";"\xF0\x9F\x94\xB8";"SMALL ORANGE DIAMOND"
"751";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E39>";"\xF0\x9F\x94\xB9";"SMALL BLUE DIAMOND"
"752";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E61>";"\xF0\x9F\x94\xBA";"UP-POINTING RED TRIANGLE"
"753";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E62>";"\xF0\x9F\x94\xBB";"DOWN-POINTING RED TRIANGLE"
"754";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E63>";"\xF0\x9F\x94\xBC";"UP-POINTING SMALL RED TRIANGLE"
"755";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E64>";"\xF0\x9F\x94\xBD";"DOWN-POINTING SMALL RED TRIANGLE"
"756";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E30>";"\xF0\x9F\x95\x90";"CLOCK FACE ONE OCLOCK"
"757";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E31>";"\xF0\x9F\x95\x91";"CLOCK FACE TWO OCLOCK"
"758";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E32>";"\xF0\x9F\x95\x92";"CLOCK FACE THREE OCLOCK"
"759";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E33>";"\xF0\x9F\x95\x93";"CLOCK FACE FOUR OCLOCK"
"760";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E34>";"\xF0\x9F\x95\x94";"CLOCK FACE FIVE OCLOCK"
"761";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E35>";"\xF0\x9F\x95\x95";"CLOCK FACE SIX OCLOCK"
"762";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E36>";"\xF0\x9F\x95\x96";"CLOCK FACE SEVEN OCLOCK"
"763";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E37>";"\xF0\x9F\x95\x97";"CLOCK FACE EIGHT OCLOCK"
"764";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E38>";"\xF0\x9F\x95\x98";"CLOCK FACE NINE OCLOCK"
"765";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E39>";"\xF0\x9F\x95\x99";"CLOCK FACE TEN OCLOCK"
"766";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E61>";"\xF0\x9F\x95\x9A";"CLOCK FACE ELEVEN OCLOCK"
"767";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E62>";"\xF0\x9F\x95\x9B";"CLOCK FACE TWELVE OCLOCK"
"768";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E62>";"\xF0\x9F\x97\xBB";"MOUNT FUJI"
"769";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E63>";"\xF0\x9F\x97\xBC";"TOKYO TOWER"
"770";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E64>";"\xF0\x9F\x97\xBD";"STATUE OF LIBERTY"
"771";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E65>";"\xF0\x9F\x97\xBE";"SILHOUETTE OF JAPAN"
"772";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E37><U+623C><U+3E66>";"\xF0\x9F\x97\xBF";"MOYAI"
"773";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+383C><U+3E64>";"\xF0\x9F\x8C\x8D";"EARTH GLOBE EUROPE-AFRICA"
"774";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+383C><U+3E65>";"\xF0\x9F\x8C\x8E";"EARTH GLOBE AMERICAS"
"775";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E30>";"\xF0\x9F\x8C\x90";"GLOBE WITH MERIDIANS"
"776";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E32>";"\xF0\x9F\x8C\x92";"WAXING CRESCENT MOON SYMBOL"
"777";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E36>";"\xF0\x9F\x8C\x96";"WANING GIBBOUS MOON SYMBOL"
"778";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E37>";"\xF0\x9F\x8C\x97";"LAST QUARTER MOON SYMBOL"
"779";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E38>";"\xF0\x9F\x8C\x98";"WANING CRESCENT MOON SYMBOL"
"780";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E61>";"\xF0\x9F\x8C\x9A";"NEW MOON WITH FACE"
"781";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E63>";"\xF0\x9F\x8C\x9C";"LAST QUARTER MOON WITH FACE"
"782";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E64>";"\xF0\x9F\x8C\x9D";"FULL MOON WITH FACE"
"783";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E65>";"\xF0\x9F\x8C\x9E";"SUN WITH FACE"
"784";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+623C><U+3E32>";"\xF0\x9F\x8C\xB2";"EVERGREEN TREE"
"785";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+623C><U+3E33>";"\xF0\x9F\x8C\xB3";"DECIDUOUS TREE"
"786";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+383C><U+3E62>";"\xF0\x9F\x8D\x8B";"LEMON"
"787";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+393C><U+3E30>";"\xF0\x9F\x8D\x90";"PEAR"
"788";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E64><U+623C><U+3E63>";"\xF0\x9F\x8D\xBC";"BABY BOTTLE"
"789";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E37>";"\xF0\x9F\x8F\x87";"HORSE RACING"
"790";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E39>";"\xF0\x9F\x8F\x89";"RUGBY FOOTBALL"
"791";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+613C><U+3E34>";"\xF0\x9F\x8F\xA4";"EUROPEAN POST OFFICE"
"792";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+383C><U+3E30>";"\xF0\x9F\x90\x80";"RAT"
"793";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+383C><U+3E31>";"\xF0\x9F\x90\x81";"MOUSE"
"794";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+383C><U+3E32>";"\xF0\x9F\x90\x82";"OX"
"795";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+383C><U+3E33>";"\xF0\x9F\x90\x83";"WATER BUFFALO"
"796";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+383C><U+3E34>";"\xF0\x9F\x90\x84";"COW"
"797";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+383C><U+3E35>";"\xF0\x9F\x90\x85";"TIGER"
"798";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+383C><U+3E36>";"\xF0\x9F\x90\x86";"LEOPARD"
"799";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+383C><U+3E37>";"\xF0\x9F\x90\x87";"RABBIT"
"800";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+383C><U+3E38>";"\xF0\x9F\x90\x88";"CAT"
"801";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+383C><U+3E39>";"\xF0\x9F\x90\x89";"DRAGON"
"802";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+383C><U+3E61>";"\xF0\x9F\x90\x8A";"CROCODILE"
"803";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+383C><U+3E62>";"\xF0\x9F\x90\x8B";"WHALE"
"804";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+383C><U+3E66>";"\xF0\x9F\x90\x8F";"RAM"
"805";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+393C><U+3E30>";"\xF0\x9F\x90\x90";"GOAT"
"806";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+393C><U+3E33>";"\xF0\x9F\x90\x93";"ROOSTER"
"807";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+393C><U+3E35>";"\xF0\x9F\x90\x95";"DOG"
"808";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+393C><U+3E36>";"\xF0\x9F\x90\x96";"PIG"
"809";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E30><U+613C><U+3E61>";"\xF0\x9F\x90\xAA";"DROMEDARY CAMEL"
"810";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E35>";"\xF0\x9F\x91\xA5";"BUSTS IN SILHOUETTE"
"811";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E63>";"\xF0\x9F\x91\xAC";"TWO MEN HOLDING HANDS"
"812";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+613C><U+3E64>";"\xF0\x9F\x91\xAD";"TWO WOMEN HOLDING HANDS"
"813";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E64>";"\xF0\x9F\x92\xAD";"THOUGHT BALLOON"
"814";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E36>";"\xF0\x9F\x92\xB6";"BANKNOTE WITH EURO SIGN"
"815";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+623C><U+3E37>";"\xF0\x9F\x92\xB7";"BANKNOTE WITH POUND SIGN"
"816";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E63>";"\xF0\x9F\x93\xAC";"OPEN MAILBOX WITH RAISED FLAG"
"817";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E64>";"\xF0\x9F\x93\xAD";"OPEN MAILBOX WITH LOWERED FLAG"
"818";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E66>";"\xF0\x9F\x93\xAF";"POSTAL HORN"
"819";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E35>";"\xF0\x9F\x93\xB5";"NO MOBILE PHONES"
"820";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E30>";"\xF0\x9F\x94\x80";"TWISTED RIGHTWARDS ARROWS"
"821";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E31>";"\xF0\x9F\x94\x81";"CLOCKWISE RIGHTWARDS AND LEFTWARDS OPEN CIRCLE ARROWS"
"822";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E32>";"\xF0\x9F\x94\x82";"CLOCKWISE RIGHTWARDS AND LEFTWARDS OPEN CIRCLE ARROWS WITH CIRCLED ONE OVERLAY"
"823";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E34>";"\xF0\x9F\x94\x84";"ANTICLOCKWISE DOWNWARDS AND UPWARDS OPEN CIRCLE ARROWS"
"824";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E35>";"\xF0\x9F\x94\x85";"LOW BRIGHTNESS SYMBOL"
"825";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E36>";"\xF0\x9F\x94\x86";"HIGH BRIGHTNESS SYMBOL"
"826";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E37>";"\xF0\x9F\x94\x87";"SPEAKER WITH CANCELLATION STROKE"
"827";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+383C><U+3E39>";"\xF0\x9F\x94\x89";"SPEAKER WITH ONE SOUND WAVE"
"828";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E35>";"\xF0\x9F\x94\x95";"BELL WITH CANCELLATION STROKE"
"829";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E63>";"\xF0\x9F\x94\xAC";"MICROSCOPE"
"830";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E64>";"\xF0\x9F\x94\xAD";"TELESCOPE"
"831";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E63>";"\xF0\x9F\x95\x9C";"CLOCK FACE ONE-THIRTY"
"832";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E64>";"\xF0\x9F\x95\x9D";"CLOCK FACE TWO-THIRTY"
"833";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E65>";"\xF0\x9F\x95\x9E";"CLOCK FACE THREE-THIRTY"
"834";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+393C><U+3E66>";"\xF0\x9F\x95\x9F";"CLOCK FACE FOUR-THIRTY"
"835";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+613C><U+3E30>";"\xF0\x9F\x95\xA0";"CLOCK FACE FIVE-THIRTY"
"836";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+613C><U+3E31>";"\xF0\x9F\x95\xA1";"CLOCK FACE SIX-THIRTY"
"837";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+613C><U+3E32>";"\xF0\x9F\x95\xA2";"CLOCK FACE SEVEN-THIRTY"
"838";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+613C><U+3E33>";"\xF0\x9F\x95\xA3";"CLOCK FACE EIGHT-THIRTY"
"839";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+613C><U+3E34>";"\xF0\x9F\x95\xA4";"CLOCK FACE NINE-THIRTY"
"840";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+613C><U+3E35>";"\xF0\x9F\x95\xA5";"CLOCK FACE TEN-THIRTY"
"841";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+613C><U+3E36>";"\xF0\x9F\x95\xA6";"CLOCK FACE ELEVEN-THIRTY"
"842";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E35><U+613C><U+3E37>";"\xF0\x9F\x95\xA7";"CLOCK FACE TWELVE-THIRTY"
